tick,unique-id,state,infection-start,infector-id,num-infected,masked
2,S,-1,-1,0,false,0
28,S,-1,-1,0,false,0
22,S,-1,-1,0,false,0
44,S,-1,-1,0,false,0
16,S,-1,-1,0,false,0
29,S,-1,-1,0,false,0
23,S,-1,-1,0,false,0
45,S,-1,-1,0,false,0
33,S,-1,-1,0,false,0
36,S,-1,-1,0,false,0
6,S,-1,-1,0,false,0
24,S,-1,-1,0,false,0
7,S,-1,-1,0,false,0
32,S,-1,-1,0,false,0
15,S,-1,-1,0,false,0
49,S,-1,-1,0,false,0
42,S,-1,-1,0,false,0
43,S,-1,-1,0,false,0
48,S,-1,-1,0,false,0
19,S,-1,-1,0,false,0
40,S,-1,-1,0,false,0
38,S,-1,-1,0,false,0
8,S,-1,-1,0,false,0
14,S,-1,-1,0,false,0
10,S,-1,-1,0,false,0
1,S,-1,-1,0,false,0
0,S,-1,-1,0,false,0
11,S,-1,-1,0,false,0
41,S,-1,-1,0,false,0
34,S,-1,-1,0,false,0
35,S,-1,-1,0,false,0
30,S,-1,-1,0,false,0
27,S,-1,-1,0,false,0
26,S,-1,-1,0,false,0
25,S,-1,-1,0,false,0
46,S,-1,-1,0,false,0
47,S,-1,-1,0,false,0
5,S,-1,-1,0,false,0
13,S,-1,-1,0,false,0
3,S,-1,-1,0,false,0
18,S,-1,-1,0,false,0
9,S,-1,-1,0,false,0
37,S,-1,-1,0,false,0
20,IS,0,-1,0,false,0
31,S,-1,-1,0,false,0
17,IS,0,-1,0,false,0
4,S,-1,-1,0,false,0
21,S,-1,-1,0,false,0
12,S,-1,-1,0,false,0
39,S,-1,-1,0,false,0
2,S,-1,-1,0,false,1
28,S,-1,-1,0,false,1
22,S,-1,-1,0,false,1
44,S,-1,-1,0,false,1
16,S,-1,-1,0,false,1
29,S,-1,-1,0,false,1
23,S,-1,-1,0,false,1
45,S,-1,-1,0,false,1
33,S,-1,-1,0,false,1
36,S,-1,-1,0,false,1
6,S,-1,-1,0,false,1
24,S,-1,-1,0,false,1
7,S,-1,-1,0,false,1
32,S,-1,-1,0,false,1
15,S,-1,-1,0,false,1
49,S,-1,-1,0,false,1
42,S,-1,-1,0,false,1
43,S,-1,-1,0,false,1
48,S,-1,-1,0,false,1
19,S,-1,-1,0,false,1
40,S,-1,-1,0,false,1
38,S,-1,-1,0,false,1
8,S,-1,-1,0,false,1
14,S,-1,-1,0,false,1
10,S,-1,-1,0,false,1
1,S,-1,-1,0,false,1
0,S,-1,-1,0,false,1
11,S,-1,-1,0,false,1
41,S,-1,-1,0,false,1
34,S,-1,-1,0,false,1
35,S,-1,-1,0,false,1
30,S,-1,-1,0,false,1
27,S,-1,-1,0,false,1
26,S,-1,-1,0,false,1
25,S,-1,-1,0,false,1
46,S,-1,-1,0,false,1
47,S,-1,-1,0,false,1
5,S,-1,-1,0,false,1
13,S,-1,-1,0,false,1
3,S,-1,-1,0,false,1
18,S,-1,-1,0,false,1
9,S,-1,-1,0,false,1
37,S,-1,-1,0,false,1
20,IS,0,-1,0,false,1
31,S,-1,-1,0,false,1
17,IS,0,-1,0,false,1
4,S,-1,-1,0,false,1
21,S,-1,-1,0,false,1
12,S,-1,-1,0,false,1
39,S,-1,-1,0,false,1
2,S,-1,-1,0,false,2
28,S,-1,-1,0,false,2
22,S,-1,-1,0,false,2
44,S,-1,-1,0,false,2
16,S,-1,-1,0,false,2
29,S,-1,-1,0,false,2
23,S,-1,-1,0,false,2
45,S,-1,-1,0,false,2
33,S,-1,-1,0,false,2
36,S,-1,-1,0,false,2
6,S,-1,-1,0,false,2
24,S,-1,-1,0,false,2
7,S,-1,-1,0,false,2
32,S,-1,-1,0,false,2
15,S,-1,-1,0,false,2
49,S,-1,-1,0,false,2
42,S,-1,-1,0,false,2
43,S,-1,-1,0,false,2
48,S,-1,-1,0,false,2
19,S,-1,-1,0,false,2
40,S,-1,-1,0,false,2
38,S,-1,-1,0,false,2
8,S,-1,-1,0,false,2
14,S,-1,-1,0,false,2
10,S,-1,-1,0,false,2
1,S,-1,-1,0,false,2
0,S,-1,-1,0,false,2
11,S,-1,-1,0,false,2
41,S,-1,-1,0,false,2
34,S,-1,-1,0,false,2
35,S,-1,-1,0,false,2
30,S,-1,-1,0,false,2
27,S,-1,-1,0,false,2
26,S,-1,-1,0,false,2
25,S,-1,-1,0,false,2
46,S,-1,-1,0,false,2
47,S,-1,-1,0,false,2
5,S,-1,-1,0,false,2
13,S,-1,-1,0,false,2
3,S,-1,-1,0,false,2
18,S,-1,-1,0,false,2
9,S,-1,-1,0,false,2
37,S,-1,-1,0,false,2
20,IS,0,-1,0,false,2
31,S,-1,-1,0,false,2
17,IS,0,-1,0,false,2
4,S,-1,-1,0,false,2
21,S,-1,-1,0,false,2
12,S,-1,-1,0,false,2
39,S,-1,-1,0,false,2
2,S,-1,-1,0,false,3
28,S,-1,-1,0,false,3
22,S,-1,-1,0,false,3
44,S,-1,-1,0,false,3
16,S,-1,-1,0,false,3
29,S,-1,-1,0,false,3
23,S,-1,-1,0,false,3
45,S,-1,-1,0,false,3
33,S,-1,-1,0,false,3
36,S,-1,-1,0,false,3
6,S,-1,-1,0,false,3
24,S,-1,-1,0,false,3
7,S,-1,-1,0,false,3
32,S,-1,-1,0,false,3
15,S,-1,-1,0,false,3
49,S,-1,-1,0,false,3
42,S,-1,-1,0,false,3
43,S,-1,-1,0,false,3
48,S,-1,-1,0,false,3
19,S,-1,-1,0,false,3
40,S,-1,-1,0,false,3
38,S,-1,-1,0,false,3
8,S,-1,-1,0,false,3
14,S,-1,-1,0,false,3
10,S,-1,-1,0,false,3
1,S,-1,-1,0,false,3
0,S,-1,-1,0,false,3
11,S,-1,-1,0,false,3
41,S,-1,-1,0,false,3
34,S,-1,-1,0,false,3
35,S,-1,-1,0,false,3
30,S,-1,-1,0,true,3
27,S,-1,-1,0,false,3
26,S,-1,-1,0,false,3
25,S,-1,-1,0,false,3
46,S,-1,-1,0,false,3
47,S,-1,-1,0,false,3
5,S,-1,-1,0,false,3
13,S,-1,-1,0,false,3
3,S,-1,-1,0,false,3
18,S,-1,-1,0,false,3
9,S,-1,-1,0,false,3
37,S,-1,-1,0,false,3
20,IS,0,-1,0,false,3
31,S,-1,-1,0,false,3
17,IS,0,-1,0,false,3
4,S,-1,-1,0,false,3
21,S,-1,-1,0,false,3
12,S,-1,-1,0,false,3
39,S,-1,-1,0,false,3
2,S,-1,-1,0,false,4
28,S,-1,-1,0,false,4
22,S,-1,-1,0,false,4
44,S,-1,-1,0,false,4
16,S,-1,-1,0,false,4
29,S,-1,-1,0,false,4
23,S,-1,-1,0,false,4
45,S,-1,-1,0,false,4
33,S,-1,-1,0,false,4
36,S,-1,-1,0,false,4
6,S,-1,-1,0,false,4
24,S,-1,-1,0,false,4
7,S,-1,-1,0,false,4
32,S,-1,-1,0,false,4
15,S,-1,-1,0,false,4
49,S,-1,-1,0,false,4
42,S,-1,-1,0,false,4
43,S,-1,-1,0,false,4
48,S,-1,-1,0,false,4
19,IA,4,20,0,false,4
40,S,-1,-1,0,false,4
38,S,-1,-1,0,false,4
8,S,-1,-1,0,false,4
14,S,-1,-1,0,false,4
10,S,-1,-1,0,false,4
1,S,-1,-1,0,false,4
0,S,-1,-1,0,false,4
11,S,-1,-1,0,false,4
41,S,-1,-1,0,false,4
34,S,-1,-1,0,false,4
35,S,-1,-1,0,false,4
30,S,-1,-1,0,false,4
27,S,-1,-1,0,false,4
26,S,-1,-1,0,false,4
25,S,-1,-1,0,false,4
46,S,-1,-1,0,false,4
47,S,-1,-1,0,false,4
5,S,-1,-1,0,true,4
13,S,-1,-1,0,false,4
3,S,-1,-1,0,false,4
18,S,-1,-1,0,false,4
9,S,-1,-1,0,false,4
37,S,-1,-1,0,true,4
20,IS,0,-1,2,false,4
31,S,-1,-1,0,false,4
17,IS,0,-1,0,false,4
4,S,-1,-1,0,false,4
21,S,-1,-1,0,false,4
12,S,-1,-1,0,false,4
39,S,-1,-1,0,false,4
2,S,-1,-1,0,false,5
28,S,-1,-1,0,false,5
22,S,-1,-1,0,false,5
44,S,-1,-1,0,true,5
16,S,-1,-1,0,false,5
29,S,-1,-1,0,false,5
23,S,-1,-1,0,false,5
45,S,-1,-1,0,false,5
33,S,-1,-1,0,false,5
36,S,-1,-1,0,false,5
6,S,-1,-1,0,false,5
24,S,-1,-1,0,false,5
7,S,-1,-1,0,false,5
32,S,-1,-1,0,false,5
15,S,-1,-1,0,false,5
49,S,-1,-1,0,false,5
42,S,-1,-1,0,false,5
43,S,-1,-1,0,false,5
48,S,-1,-1,0,false,5
19,IA,4,20,2,false,5
40,S,-1,-1,0,false,5
38,S,-1,-1,0,false,5
8,S,-1,-1,0,false,5
14,S,-1,-1,0,false,5
10,S,-1,-1,0,false,5
1,S,-1,-1,0,false,5
0,S,-1,-1,0,false,5
11,S,-1,-1,0,false,5
41,S,-1,-1,0,false,5
34,S,-1,-1,0,false,5
35,S,-1,-1,0,false,5
30,S,-1,-1,0,false,5
27,S,-1,-1,0,false,5
26,S,-1,-1,0,false,5
25,S,-1,-1,0,false,5
46,S,-1,-1,0,false,5
47,S,-1,-1,0,false,5
5,S,-1,-1,0,false,5
13,S,-1,-1,0,false,5
3,S,-1,-1,0,false,5
18,S,-1,-1,0,false,5
9,S,-1,-1,0,false,5
37,S,-1,-1,0,false,5
20,IS,0,-1,2,false,5
31,S,-1,-1,0,false,5
17,IS,0,-1,0,false,5
4,S,-1,-1,0,false,5
21,S,-1,-1,0,false,5
12,IS,5,19,0,false,5
39,S,-1,-1,0,false,5
2,S,-1,-1,0,false,6
28,S,-1,-1,0,false,6
22,S,-1,-1,0,false,6
44,S,-1,-1,0,false,6
16,S,-1,-1,0,false,6
29,S,-1,-1,0,false,6
23,S,-1,-1,0,false,6
45,S,-1,-1,0,false,6
33,S,-1,-1,0,false,6
36,S,-1,-1,0,false,6
6,S,-1,-1,0,false,6
24,S,-1,-1,0,false,6
7,S,-1,-1,0,false,6
32,S,-1,-1,0,false,6
15,S,-1,-1,0,false,6
49,S,-1,-1,0,false,6
42,IA,6,20,0,false,6
43,S,-1,-1,0,false,6
48,S,-1,-1,0,false,6
19,R,4,20,2,false,6
40,IS,6,12,0,false,6
38,S,-1,-1,0,false,6
8,S,-1,-1,0,false,6
14,S,-1,-1,0,false,6
10,S,-1,-1,0,false,6
1,S,-1,-1,0,false,6
0,S,-1,-1,0,false,6
11,S,-1,-1,0,false,6
41,S,-1,-1,0,false,6
34,S,-1,-1,0,false,6
35,S,-1,-1,0,false,6
30,S,-1,-1,0,false,6
27,IA,6,20,0,false,6
26,S,-1,-1,0,false,6
