tick,unique-id,state,infection-start,infector-id,num-infected,masked
9,IA,0,6,0,false,0
1,IA,0,6,0,false,0
0,S,-1,-1,0,false,0
4,S,-1,-1,0,false,0
5,S,-1,-1,0,false,0
2,S,-1,-1,0,false,0
3,S,-1,-1,0,false,0
8,S,-1,-1,0,false,0
6,IS,0,-1,4,false,0
7,S,-1,-1,0,false,0
9,IA,0,6,2,false,1
1,IA,0,6,2,false,1
0,S,-1,-1,0,false,1
4,IS,1,1,0,false,1
5,IA,1,9,0,false,1
2,S,-1,-1,0,false,1
3,S,-1,-1,0,false,1
8,S,-1,-1,0,false,1
6,R,0,-1,4,false,1
7,S,-1,-1,0,false,1
9,IA,0,6,4,false,2
1,IA,0,6,4,false,2
0,IA,2,9,0,false,2
4,IS,1,1,0,false,2
5,IA,1,9,0,false,2
2,S,-1,-1,0,false,2
3,IA,2,1,0,false,2
8,S,-1,-1,0,false,2
6,R,0,-1,4,false,2
7,S,-1,-1,0,false,2
9,R,0,6,4,false,3
1,IA,0,6,4,false,3
0,IA,2,9,2,false,3
4,IS,1,1,0,false,3
5,R,1,9,0,false,3
2,S,-1,-1,0,false,3
3,IA,2,1,0,false,3
8,IS,3,0,0,false,3
6,R,0,-1,4,false,3
7,S,-1,-1,0,false,3
9,R,0,6,4,false,4
1,IA,0,6,4,false,4
0,R,2,9,2,false,4
4,IS,1,1,0,false,4
5,R,1,9,0,false,4
2,S,-1,-1,0,false,4
3,IA,2,1,0,false,4
8,IS,3,0,0,false,4
6,R,0,-1,4,false,4
7,S,-1,-1,0,false,4
9,R,0,6,4,false,5
1,IA,0,6,4,false,5
0,R,2,9,2,false,5
4,IS,1,1,0,false,5
5,R,1,9,0,false,5
2,S,-1,-1,0,false,5
3,IA,2,1,0,false,5
8,IS,3,0,0,false,5
6,R,0,-1,4,false,5
7,S,-1,-1,0,false,5
9,R,0,6,4,false,6
1,IA,0,6,4,false,6
0,R,2,9,2,false,6
4,IS,1,1,0,false,6
5,R,1,9,0,false,6
2,S,-1,-1,0,false,6
3,R,2,1,0,false,6
8,R,3,0,0,false,6
6,R,0,-1,4,false,6
7,S,-1,-1,0,false,6
9,R,0,6,4,false,7
1,IA,0,6,4,false,7
0,R,2,9,2,false,7
4,IS,1,1,0,false,7
5,R,1,9,0,false,7
2,S,-1,-1,0,false,7
3,R,2,1,0,false,7
8,R,3,0,0,false,7
6,R,0,-1,4,false,7
7,S,-1,-1,0,false,7
9,R,0,6,4,false,8
1,IA,0,6,6,false,8
0,R,2,9,2,false,8
4,IS,1,1,0,false,8
5,R,1,9,0,false,8
2,IA,8,1,0,false,8
3,R,2,1,0,false,8
8,R,3,0,0,false,8
6,R,0,-1,4,false,8
7,S,-1,-1,0,false,8
9,R,0,6,4,false,9
1,IA,0,6,6,false,9
0,R,2,9,2,false,9
4,IS,1,1,0,false,9
5,R,1,9,0,false,9
2,IA,8,1,0,false,9
3,R,2,1,0,false,9
8,R,3,0,0,false,9
6,R,0,-1,4,false,9
7,S,-1,-1,0,false,9
9,R,0,6,4,false,10
